seller_type,owner,sales_id
Dealer,First Owner,1933
Dealer,First Owner,1934
Dealer,First Owner,1935
Dealer,First Owner,1936
Dealer,First Owner,1937
Dealer,First Owner,1938
Individual,Third Owner,1939
Individual,Third Owner,1940
Individual,First Owner,1941
Individual,Second Owner,1942
Individual,First Owner,1943
Individual,First Owner,1944
Individual,First Owner,1945
Individual,First Owner,1946
Individual,First Owner,1947
Individual,First Owner,1948
Individual,Third Owner,1949
Individual,Second Owner,1950
Individual,Third Owner,1951
Individual,Second Owner,1952
Individual,First Owner,1953
Individual,First Owner,1954
Individual,First Owner,1955
Dealer,First Owner,1956
Individual,First Owner,1957
Individual,Third Owner,1958
Individual,First Owner,1959
Individual,First Owner,1960
Individual,First Owner,1961
Individual,First Owner,1962
Individual,First Owner,1963
Individual,First Owner,1964
Individual,Second Owner,1965
Individual,Second Owner,1966
Individual,Second Owner,1967
Individual,Third Owner,1968
Individual,First Owner,1969
Individual,Second Owner,1970
Individual,First Owner,1971
Individual,First Owner,1972
Individual,First Owner,1973
Individual,First Owner,1974
Individual,First Owner,1975
Individual,First Owner,1976
Individual,First Owner,1977
Individual,First Owner,1978
Individual,First Owner,1979
Individual,First Owner,1980
Individual,Second Owner,1981
Individual,First Owner,1982
Individual,First Owner,1983
Individual,First Owner,1984
Individual,First Owner,1985
Individual,First Owner,1986
Individual,First Owner,1987
Individual,Second Owner,1988
Individual,Second Owner,1989
Individual,First Owner,1990
Individual,First Owner,1991
Individual,First Owner,1992
Individual,First Owner,1993
Individual,First Owner,1994
Individual,Fourth & Above Owner,1995
Individual,First Owner,1996
Individual,First Owner,1997
Individual,First Owner,1998
Individual,First Owner,1999
Individual,Second Owner,2000
Individual,First Owner,2001
Individual,Second Owner,2002
Individual,First Owner,2003
Individual,First Owner,2004
Individual,Second Owner,2005
Individual,First Owner,2006
Individual,Second Owner,2007
Individual,First Owner,2008
Individual,Second Owner,2009
Individual,First Owner,2010
Individual,First Owner,2011
Individual,Second Owner,2012
Individual,First Owner,2013
Individual,First Owner,2014
Individual,First Owner,2015
Individual,First Owner,2016
Individual,Third Owner,2017
Individual,First Owner,2018
Individual,Second Owner,2019
Individual,First Owner,2020
Individual,First Owner,2021
Individual,Second Owner,2022
Individual,First Owner,2023
Individual,First Owner,2024
Individual,First Owner,2025
Individual,First Owner,2026
Individual,First Owner,2027
Individual,First Owner,2028
Individual,First Owner,2029
Individual,First Owner,2030
Individual,First Owner,2031
Individual,First Owner,2032
Individual,First Owner,2033
Individual,Second Owner,2034
Individual,Second Owner,2035
Individual,Second Owner,2036
Individual,First Owner,2037
Individual,First Owner,2038
Individual,Third Owner,2039
Individual,Fourth & Above Owner,2040
Individual,First Owner,2041
Individual,First Owner,2042
Individual,Third Owner,2043
Individual,First Owner,2044
Individual,First Owner,2045
Individual,First Owner,2046
Individual,Second Owner,2047
Individual,First Owner,2048
Individual,First Owner,2049
Individual,First Owner,2050
Individual,First Owner,2051
Individual,Fourth & Above Owner,2052
Individual,Third Owner,2053
Individual,First Owner,2054
Individual,Second Owner,2055
Individual,Second Owner,2056
Individual,Second Owner,2057
Individual,Third Owner,2058
Individual,Third Owner,2059
Individual,Fourth & Above Owner,2060
Individual,Second Owner,2061
Dealer,First Owner,2062
Dealer,First Owner,2063
Dealer,First Owner,2064
Individual,Second Owner,2065
Individual,First Owner,2066
Individual,Second Owner,2067
Individual,First Owner,2068
Individual,First Owner,2069
Individual,First Owner,2070
Individual,Second Owner,2071
Individual,First Owner,2072
Dealer,First Owner,2073
Dealer,First Owner,2074
Individual,First Owner,2075
Individual,First Owner,2076
Individual,First Owner,2077
Individual,First Owner,2078
Individual,First Owner,2079
Individual,First Owner,2080
Individual,Second Owner,2081
Individual,First Owner,2082
Individual,Second Owner,2083
Individual,Second Owner,2084
Individual,Second Owner,2085
Individual,Second Owner,2086
Individual,Second Owner,2087
Individual,First Owner,2088
Individual,First Owner,2089
Individual,First Owner,2090
Individual,Second Owner,2091
Individual,First Owner,2092
Individual,First Owner,2093
Individual,First Owner,2094
Individual,First Owner,2095
Individual,First Owner,2096
Individual,First Owner,2097
Individual,First Owner,2098
Individual,Second Owner,2099
Individual,Second Owner,2100
Individual,First Owner,2101
Individual,Fourth & Above Owner,2102
Individual,Second Owner,2103
Individual,Second Owner,2104
Individual,First Owner,2105
Individual,Second Owner,2106
Individual,First Owner,2107
Individual,First Owner,2108
Individual,First Owner,2109
Individual,Second Owner,2110
Individual,Third Owner,2111
Individual,Third Owner,2112
Individual,First Owner,2113
Individual,First Owner,2114
Individual,First Owner,2115
Individual,Fourth & Above Owner,2116
Individual,First Owner,2117
Individual,Third Owner,2118
Individual,First Owner,2119
Individual,Third Owner,2120
Individual,First Owner,2121
Individual,Second Owner,2122
Individual,Second Owner,2123
Individual,First Owner,2124
Individual,First Owner,2125
Individual,First Owner,2126
Individual,Second Owner,2127
Individual,Second Owner,2128
Individual,First Owner,2129
Individual,Second Owner,2130
Individual,Second Owner,2131
Individual,First Owner,2132
Individual,First Owner,2133
Individual,First Owner,2134
Individual,Second Owner,2135
Individual,First Owner,2136
Individual,Second Owner,2137
Individual,First Owner,2138
Individual,Second Owner,2139
Individual,First Owner,2140
Individual,First Owner,2141
Individual,First Owner,2142
Individual,First Owner,2143
Individual,First Owner,2144
Individual,First Owner,2145
Individual,First Owner,2146
Individual,First Owner,2147
Individual,First Owner,2148
Individual,First Owner,2149
Individual,First Owner,2150
Individual,First Owner,2151
Individual,First Owner,2152
Individual,Second Owner,2153
Individual,First Owner,2154
Individual,First Owner,2155
Individual,First Owner,2156
Individual,First Owner,2157
Individual,Second Owner,2158
Individual,First Owner,2159
Individual,First Owner,2160
Individual,First Owner,2161
Individual,Second Owner,2162
Individual,Third Owner,2163
Individual,First Owner,2164
Individual,Second Owner,2165
Individual,First Owner,2166
Individual,First Owner,2167
Individual,Second Owner,2168
Individual,First Owner,2169
Individual,First Owner,2170
Individual,First Owner,2171
Individual,Third Owner,2172
Individual,Second Owner,2173
Individual,Second Owner,2174
Individual,Second Owner,2175
Individual,Fourth & Above Owner,2176
Individual,Second Owner,2177
Individual,Third Owner,2178
Individual,First Owner,2179
Individual,Second Owner,2180
Individual,First Owner,2181
Individual,First Owner,2182
Individual,First Owner,2183
Individual,Second Owner,2184
Individual,Second Owner,2185
Individual,Second Owner,2186
Individual,Second Owner,2187
Individual,Second Owner,2188
Individual,First Owner,2189
Individual,First Owner,2190
Individual,Third Owner,2191
Individual,First Owner,2192
Individual,First Owner,2193
Individual,First Owner,2194
Individual,First Owner,2195
Individual,Second Owner,2196
Individual,First Owner,2197
Individual,First Owner,2198
Individual,Second Owner,2199
Individual,First Owner,2200
Individual,First Owner,2201
Individual,First Owner,2202
Individual,Second Owner,2203
Individual,First Owner,2204
Individual,Second Owner,2205
Individual,Third Owner,2206
Dealer,First Owner,2207
Dealer,Second Owner,2208
Individual,Third Owner,2209
Individual,Third Owner,2210
Individual,First Owner,2211
Individual,First Owner,2212
Individual,First Owner,2213
Individual,First Owner,2214
Individual,Second Owner,2215
Individual,First Owner,2216
Individual,First Owner,2217
Individual,First Owner,2218
Individual,First Owner,2219
Individual,First Owner,2220
Individual,Second Owner,2221
Individual,First Owner,2222
Individual,First Owner,2223
Individual,First Owner,2224
Individual,First Owner,2225
Individual,First Owner,2226
Individual,First Owner,2227
Individual,First Owner,2228
Individual,First Owner,2229
Individual,First Owner,2230
Individual,First Owner,2231
Individual,Fourth & Above Owner,2232
Individual,Second Owner,2233
Individual,Second Owner,2234
Individual,Third Owner,2235
Individual,First Owner,2236
Individual,First Owner,2237
Individual,Second Owner,2238
Individual,First Owner,2239
Individual,Second Owner,2240
Individual,Second Owner,2241
Individual,Second Owner,2242
Dealer,First Owner,2243
Individual,Second Owner,2244
Dealer,First Owner,2245
Individual,Second Owner,2246
Individual,First Owner,2247
Individual,First Owner,2248
Individual,First Owner,2249
Individual,First Owner,2250
Individual,Second Owner,2251
Individual,First Owner,2252
Individual,Second Owner,2253
Individual,First Owner,2254
Individual,First Owner,2255
Individual,First Owner,2256
Individual,Third Owner,2257
Individual,First Owner,2258
Individual,First Owner,2259
Individual,First Owner,2260
Individual,First Owner,2261
Individual,First Owner,2262
Individual,Second Owner,2263
Individual,First Owner,2264
Individual,First Owner,2265
Individual,First Owner,2266
Individual,Fourth & Above Owner,2267
Individual,First Owner,2268
Individual,First Owner,2269
Individual,Third Owner,2270
Individual,First Owner,2271
Individual,First Owner,2272
Individual,First Owner,2273
Individual,Second Owner,2274
Individual,First Owner,2275
Individual,Second Owner,2276
Individual,Fourth & Above Owner,2277
Individual,First Owner,2278
Individual,First Owner,2279
Individual,First Owner,2280
Individual,First Owner,2281
Individual,First Owner,2282
Individual,First Owner,2283
Individual,First Owner,2284
Individual,First Owner,2285
Individual,First Owner,2286
Individual,First Owner,2287
Individual,Second Owner,2288
Individual,First Owner,2289
Individual,Second Owner,2290
Individual,Second Owner,2291
Individual,Second Owner,2292
Individual,First Owner,2293
Individual,First Owner,2294
Dealer,First Owner,2295
Dealer,First Owner,2296
Dealer,First Owner,2297
Dealer,Second Owner,2298
Dealer,First Owner,2299
Dealer,First Owner,2300
Dealer,First Owner,2301
Dealer,First Owner,2302
Dealer,First Owner,2303
Dealer,First Owner,2304
Dealer,First Owner,2305
Dealer,First Owner,2306
Dealer,First Owner,2307
Dealer,Second Owner,2308
Individual,First Owner,2309
Individual,Second Owner,2310
Individual,First Owner,2311
Individual,First Owner,2312
Individual,First Owner,2313
Individual,First Owner,2314
Individual,First Owner,2315
Individual,Second Owner,2316
Individual,First Owner,2317
Individual,First Owner,2318
Individual,First Owner,2319
Individual,First Owner,2320
Individual,First Owner,2321
Individual,First Owner,2322
Individual,First Owner,2323
Individual,Second Owner,2324
Individual,First Owner,2325
Individual,Third Owner,2326
Individual,Second Owner,2327
Individual,First Owner,2328
Individual,First Owner,2329
Individual,Second Owner,2330
Individual,First Owner,2331
Individual,First Owner,2332
Individual,Second Owner,2333
Individual,First Owner,2334
Individual,Second Owner,2335
Individual,Second Owner,2336
Individual,Second Owner,2337
Individual,First Owner,2338
Individual,Second Owner,2339
Individual,First Owner,2340
Individual,First Owner,2341
Individual,First Owner,2342
Individual,Third Owner,2343
Individual,First Owner,2344
Individual,Second Owner,2345
Individual,First Owner,2346
Individual,Second Owner,2347
Individual,Third Owner,2348
Individual,Third Owner,2349
Individual,First Owner,2350
Individual,First Owner,2351
Individual,Second Owner,2352
Individual,First Owner,2353
Individual,Fourth & Above Owner,2354
Individual,First Owner,2355
Individual,Second Owner,2356
Individual,Second Owner,2357
Individual,First Owner,2358
Individual,Second Owner,2359
Individual,Second Owner,2360
Individual,First Owner,2361
Individual,First Owner,2362
Individual,Fourth & Above Owner,2363
Individual,Second Owner,2364
Individual,Second Owner,2365
Individual,First Owner,2366
Individual,First Owner,2367
Individual,Second Owner,2368
Individual,Second Owner,2369
Individual,Second Owner,2370
Individual,Second Owner,2371
Individual,Second Owner,2372
Individual,First Owner,2373
Individual,Third Owner,2374
Dealer,First Owner,2375
Dealer,First Owner,2376
Dealer,First Owner,2377
Dealer,First Owner,2378
Dealer,First Owner,2379
Dealer,First Owner,2380
Dealer,First Owner,2381
Dealer,Second Owner,2382
Dealer,Second Owner,2383
Individual,First Owner,2384
Dealer,First Owner,2385
Dealer,Second Owner,2386
Individual,Second Owner,2387
Individual,First Owner,2388
Individual,First Owner,2389
Individual,Second Owner,2390
Individual,First Owner,2391
Individual,First Owner,2392
Individual,First Owner,2393
Individual,First Owner,2394
Individual,First Owner,2395
Individual,Second Owner,2396
Individual,First Owner,2397
Individual,First Owner,2398
Individual,Second Owner,2399
Individual,First Owner,2400
Individual,Second Owner,2401
Individual,Second Owner,2402
Individual,First Owner,2403
Individual,Third Owner,2404
Individual,Second Owner,2405
Individual,Second Owner,2406
Individual,Second Owner,2407
Individual,First Owner,2408
Individual,Second Owner,2409
Individual,First Owner,2410
Individual,First Owner,2411
Individual,First Owner,2412
Individual,Third Owner,2413
Individual,Second Owner,2414
Individual,Third Owner,2415
Individual,Third Owner,2416
Individual,First Owner,2417
Individual,First Owner,2418
Individual,Second Owner,2419
Individual,First Owner,2420
Individual,Second Owner,2421
Individual,Second Owner,2422
Individual,Third Owner,2423
Individual,Second Owner,2424
Individual,Second Owner,2425
Individual,First Owner,2426
Individual,First Owner,2427
Individual,First Owner,2428
Individual,Second Owner,2429
Individual,First Owner,2430
Individual,First Owner,2431
Individual,First Owner,2432
Individual,First Owner,2433
Individual,First Owner,2434
Individual,First Owner,2435
Individual,First Owner,2436
Individual,First Owner,2437
Individual,First Owner,2438
Individual,First Owner,2439
Individual,First Owner,2440
Individual,Second Owner,2441
Individual,First Owner,2442
Individual,Second Owner,2443
Individual,First Owner,2444
Individual,First Owner,2445
Individual,First Owner,2446
Individual,First Owner,2447
Individual,First Owner,2448
Individual,Second Owner,2449
Individual,First Owner,2450
Individual,Second Owner,2451
Individual,First Owner,2452
Individual,First Owner,2453
Individual,Second Owner,2454
Individual,Second Owner,2455
Individual,First Owner,2456
Individual,First Owner,2457
Individual,First Owner,2458
Individual,First Owner,2459
Individual,Second Owner,2460
Individual,First Owner,2461
Individual,First Owner,2462
Individual,First Owner,2463
Individual,First Owner,2464
Individual,Second Owner,2465
Individual,First Owner,2466
Individual,Second Owner,2467
Individual,First Owner,2468
Individual,First Owner,2469
Individual,First Owner,2470
Individual,Third Owner,2471
Individual,First Owner,2472
Individual,First Owner,2473
Individual,Second Owner,2474
Individual,Second Owner,2475
Individual,Second Owner,2476
Individual,First Owner,2477
Individual,First Owner,2478
Individual,Second Owner,2479
Individual,Second Owner,2480
Individual,Second Owner,2481
Individual,Second Owner,2482
Individual,First Owner,2483
Individual,First Owner,2484
Individual,First Owner,2485
Individual,First Owner,2486
Individual,Second Owner,2487
Individual,First Owner,2488
Individual,First Owner,2489
Individual,Second Owner,2490
Individual,First Owner,2491
Individual,Third Owner,2492
Individual,First Owner,2493
Individual,First Owner,2494
Individual,First Owner,2495
Individual,First Owner,2496
Individual,First Owner,2497
Individual,First Owner,2498
Individual,First Owner,2499
Individual,Second Owner,2500
Individual,First Owner,2501
Individual,First Owner,2502
Individual,First Owner,2503
Individual,First Owner,2504
Individual,First Owner,2505
Individual,First Owner,2506
Individual,First Owner,2507
Individual,Second Owner,2508
Individual,First Owner,2509
Individual,First Owner,2510
Individual,First Owner,2511
Individual,First Owner,2512
Individual,First Owner,2513
Individual,First Owner,2514
Individual,First Owner,2515
Individual,First Owner,2516
Individual,First Owner,2517
Individual,First Owner,2518
Individual,First Owner,2519
Individual,First Owner,2520
Individual,First Owner,2521
Individual,First Owner,2522
Individual,Second Owner,2523
Individual,Second Owner,2524
Individual,First Owner,2525
Individual,Second Owner,2526
Individual,Second Owner,2527
Individual,First Owner,2528
Individual,Second Owner,2529
Individual,Second Owner,2530
Individual,First Owner,2531
Individual,First Owner,2532
Individual,First Owner,2533
Individual,First Owner,2534
Individual,First Owner,2535
Individual,First Owner,2536
Individual,First Owner,2537
Individual,Second Owner,2538
Individual,First Owner,2539
Individual,First Owner,2540
Individual,First Owner,2541
Individual,First Owner,2542
Individual,First Owner,2543
Individual,First Owner,2544
Dealer,First Owner,2545
Dealer,First Owner,2546
Dealer,First Owner,2547
Individual,First Owner,2548
Individual,First Owner,2549
Trustmark Dealer,First Owner,2550
Trustmark Dealer,First Owner,2551
Dealer,First Owner,2552
Trustmark Dealer,First Owner,2553
Trustmark Dealer,Second Owner,2554
Trustmark Dealer,First Owner,2555
Trustmark Dealer,First Owner,2556
Dealer,First Owner,2557
Dealer,First Owner,2558
Dealer,First Owner,2559
Dealer,First Owner,2560
Trustmark Dealer,First Owner,2561
Dealer,First Owner,2562
Dealer,First Owner,2563
Individual,Third Owner,2564
Individual,First Owner,2565
Individual,First Owner,2566
Individual,First Owner,2567
Individual,Second Owner,2568
Individual,First Owner,2569
Individual,Second Owner,2570
Individual,Second Owner,2571
Individual,Second Owner,2572
Individual,First Owner,2573
Dealer,First Owner,2574
Individual,First Owner,2575
Individual,First Owner,2576
Individual,Second Owner,2577
Dealer,First Owner,2578
Dealer,First Owner,2579
Dealer,First Owner,2580
Individual,First Owner,2581
Individual,First Owner,2582
Trustmark Dealer,First Owner,2583
Trustmark Dealer,First Owner,2584
Dealer,First Owner,2585
Trustmark Dealer,First Owner,2586
Trustmark Dealer,Second Owner,2587
Trustmark Dealer,First Owner,2588
Trustmark Dealer,First Owner,2589
Dealer,First Owner,2590
Dealer,First Owner,2591
Dealer,First Owner,2592
Dealer,First Owner,2593
Trustmark Dealer,First Owner,2594
Dealer,First Owner,2595
Dealer,First Owner,2596
Individual,Second Owner,2597
Individual,First Owner,2598
Individual,Second Owner,2599
Individual,Second Owner,2600
Individual,First Owner,2601
Individual,First Owner,2602
Individual,First Owner,2603
Individual,First Owner,2604
Individual,Second Owner,2605
Individual,First Owner,2606
Individual,Second Owner,2607
Individual,First Owner,2608
Individual,Second Owner,2609
Individual,Third Owner,2610
Individual,First Owner,2611
Individual,First Owner,2612
Individual,First Owner,2613
Individual,Second Owner,2614
Individual,Second Owner,2615
Individual,Second Owner,2616
Individual,First Owner,2617
Individual,Second Owner,2618
Individual,First Owner,2619
Individual,Second Owner,2620
Individual,Second Owner,2621
Individual,Second Owner,2622
Individual,Second Owner,2623
Individual,First Owner,2624
Individual,First Owner,2625
Individual,First Owner,2626
Individual,First Owner,2627
Individual,First Owner,2628
Individual,First Owner,2629
Individual,First Owner,2630
Individual,First Owner,2631
Individual,First Owner,2632
Individual,First Owner,2633
Individual,First Owner,2634
Individual,Second Owner,2635
Individual,Second Owner,2636
Individual,First Owner,2637
Individual,First Owner,2638
Individual,Second Owner,2639
Individual,First Owner,2640
Individual,First Owner,2641
Individual,First Owner,2642
Individual,Second Owner,2643
Individual,First Owner,2644
Individual,Second Owner,2645
Individual,Second Owner,2646
Individual,First Owner,2647
Individual,Second Owner,2648
Individual,First Owner,2649
Individual,Second Owner,2650
Individual,First Owner,2651
Individual,First Owner,2652
Individual,Second Owner,2653
Individual,First Owner,2654
Individual,First Owner,2655
Individual,First Owner,2656
Individual,First Owner,2657
Individual,Second Owner,2658
Individual,First Owner,2659
Individual,First Owner,2660
Individual,First Owner,2661
Individual,Second Owner,2662
Individual,First Owner,2663
Individual,Second Owner,2664
Individual,Second Owner,2665
Individual,First Owner,2666
Individual,First Owner,2667
Individual,First Owner,2668
Individual,First Owner,2669
Individual,Second Owner,2670
Individual,First Owner,2671
Individual,Third Owner,2672
Individual,Second Owner,2673
Individual,First Owner,2674
Individual,First Owner,2675
Individual,First Owner,2676
Individual,First Owner,2677
Individual,First Owner,2678
Individual,First Owner,2679
Individual,Second Owner,2680
Individual,First Owner,2681
Individual,First Owner,2682
Individual,Second Owner,2683
Individual,First Owner,2684
Individual,Second Owner,2685
Individual,Second Owner,2686
Individual,First Owner,2687
Individual,First Owner,2688
Individual,First Owner,2689
Individual,First Owner,2690
Individual,Second Owner,2691
Individual,First Owner,2692
Individual,Second Owner,2693
Individual,First Owner,2694
Individual,Third Owner,2695
Individual,Second Owner,2696
Individual,Third Owner,2697
Individual,Second Owner,2698
Individual,First Owner,2699
Individual,First Owner,2700
Individual,Second Owner,2701
Individual,Second Owner,2702
Individual,First Owner,2703
Individual,Second Owner,2704
Individual,First Owner,2705
Individual,Second Owner,2706
Individual,First Owner,2707
Individual,First Owner,2708
Individual,First Owner,2709
Individual,First Owner,2710
Individual,First Owner,2711
Individual,Third Owner,2712
Individual,First Owner,2713
Individual,First Owner,2714
Individual,First Owner,2715
Individual,Second Owner,2716
Individual,Third Owner,2717
Individual,First Owner,2718
Individual,First Owner,2719
Individual,First Owner,2720
Individual,First Owner,2721
Individual,First Owner,2722
Individual,First Owner,2723
Individual,First Owner,2724
Individual,First Owner,2725
Individual,First Owner,2726
Individual,First Owner,2727
Individual,First Owner,2728
Individual,First Owner,2729
Individual,First Owner,2730
Individual,Second Owner,2731
Individual,Third Owner,2732
Individual,Third Owner,2733
Dealer,First Owner,2734
Dealer,Second Owner,2735
Dealer,First Owner,2736
Dealer,Second Owner,2737
Individual,First Owner,2738
Dealer,First Owner,2739
Dealer,First Owner,2740
Dealer,First Owner,2741
Dealer,First Owner,2742
Dealer,Second Owner,2743
Dealer,First Owner,2744
Dealer,First Owner,2745
Dealer,First Owner,2746
Dealer,First Owner,2747
Dealer,First Owner,2748
Dealer,First Owner,2749
Dealer,First Owner,2750
Dealer,First Owner,2751
Dealer,First Owner,2752
Dealer,First Owner,2753
Individual,Third Owner,2754
Individual,Third Owner,2755
Individual,Third Owner,2756
Individual,First Owner,2757
Individual,First Owner,2758
Individual,First Owner,2759
Individual,Second Owner,2760
Individual,Second Owner,2761
Individual,Third Owner,2762
Individual,First Owner,2763
Individual,Third Owner,2764
Individual,Second Owner,2765
Individual,Third Owner,2766
Individual,First Owner,2767
Individual,Second Owner,2768
Individual,Third Owner,2769
Individual,First Owner,2770
Individual,Third Owner,2771
Individual,First Owner,2772
Individual,First Owner,2773
Individual,First Owner,2774
Individual,First Owner,2775
Individual,First Owner,2776
Individual,First Owner,2777
Individual,First Owner,2778
Individual,First Owner,2779
Individual,First Owner,2780
Individual,First Owner,2781
Individual,Second Owner,2782
Individual,Second Owner,2783
Individual,First Owner,2784
Individual,Second Owner,2785
Individual,Second Owner,2786
Individual,First Owner,2787
Individual,Second Owner,2788
Individual,Third Owner,2789
Individual,First Owner,2790
Individual,First Owner,2791
Individual,Second Owner,2792
Individual,First Owner,2793
Individual,First Owner,2794
Individual,Second Owner,2795
Individual,Second Owner,2796
Individual,First Owner,2797
Individual,First Owner,2798
Individual,Second Owner,2799
Individual,First Owner,2800
Individual,Second Owner,2801
Individual,First Owner,2802
Individual,Second Owner,2803
Individual,First Owner,2804
Individual,First Owner,2805
Individual,Third Owner,2806
Individual,First Owner,2807
Individual,First Owner,2808
Individual,First Owner,2809
Individual,First Owner,2810
Individual,Second Owner,2811
Individual,First Owner,2812
Individual,Second Owner,2813
Individual,First Owner,2814
Individual,First Owner,2815
Individual,First Owner,2816
Dealer,First Owner,2817
Individual,First Owner,2818
Individual,First Owner,2819
Individual,First Owner,2820
Dealer,First Owner,2821
Dealer,First Owner,2822
Dealer,First Owner,2823
Individual,First Owner,2824
Individual,First Owner,2825
Dealer,First Owner,2826
Individual,First Owner,2827
Individual,Second Owner,2828
Individual,Second Owner,2829
Individual,First Owner,2830
Dealer,First Owner,2831
Individual,Second Owner,2832
Individual,First Owner,2833
Dealer,First Owner,2834
Individual,First Owner,2835
Individual,First Owner,2836
Individual,Fourth & Above Owner,2837
Individual,Second Owner,2838
Individual,First Owner,2839
Individual,First Owner,2840
Individual,First Owner,2841
Individual,Fourth & Above Owner,2842
Individual,First Owner,2843
Individual,First Owner,2844
Individual,First Owner,2845
Individual,First Owner,2846
Individual,First Owner,2847
Individual,First Owner,2848
Individual,First Owner,2849
Individual,First Owner,2850
Individual,Second Owner,2851
Individual,Second Owner,2852
Individual,First Owner,2853
Individual,Second Owner,2854
Individual,First Owner,2855
Individual,Second Owner,2856
Individual,First Owner,2857
Individual,First Owner,2858
Individual,First Owner,2859
Individual,Second Owner,2860
Individual,Second Owner,2861
Individual,First Owner,2862
Individual,First Owner,2863
Individual,First Owner,2864
Individual,First Owner,2865
Individual,Second Owner,2866
Individual,First Owner,2867
Individual,First Owner,2868
Individual,Third Owner,2869
Individual,First Owner,2870
Individual,First Owner,2871
Individual,First Owner,2872
Individual,First Owner,2873
Individual,First Owner,2874
Individual,First Owner,2875
Individual,First Owner,2876
Individual,First Owner,2877
Individual,First Owner,2878
Individual,First Owner,2879
Individual,First Owner,2880
Individual,First Owner,2881
Individual,Third Owner,2882
Individual,First Owner,2883
Individual,Second Owner,2884
Individual,First Owner,2885
Individual,First Owner,2886
Individual,Second Owner,2887
Individual,First Owner,2888
Individual,First Owner,2889
Individual,First Owner,2890
Individual,First Owner,2891
Individual,Third Owner,2892
Individual,Second Owner,2893
Individual,First Owner,2894
Individual,First Owner,2895
Individual,First Owner,2896
Individual,First Owner,2897
Individual,First Owner,2898
Individual,First Owner,2899
Individual,First Owner,2900
Individual,First Owner,2901
Individual,First Owner,2902
Individual,Second Owner,2903
Individual,Second Owner,2904
Individual,Third Owner,2905
Individual,Third Owner,2906
Individual,Third Owner,2907
Individual,First Owner,2908
Individual,Third Owner,2909
Individual,First Owner,2910
Individual,First Owner,2911
Individual,First Owner,2912
Individual,First Owner,2913
Individual,First Owner,2914
Individual,First Owner,2915
Individual,Second Owner,2916
Individual,Second Owner,2917
Individual,First Owner,2918
Individual,First Owner,2919
Individual,First Owner,2920
Individual,Second Owner,2921
Individual,Second Owner,2922
Individual,First Owner,2923
Individual,Second Owner,2924
Individual,Second Owner,2925
Individual,Second Owner,2926
Individual,Second Owner,2927
Individual,Third Owner,2928
Individual,First Owner,2929
Individual,Second Owner,2930
Individual,Third Owner,2931
Individual,Second Owner,2932
Individual,Third Owner,2933
Individual,First Owner,2934
Individual,First Owner,2935
Individual,First Owner,2936
Individual,First Owner,2937
Individual,Third Owner,2938
Individual,First Owner,2939
Individual,First Owner,2940
Individual,First Owner,2941
Individual,First Owner,2942
Individual,First Owner,2943
Individual,First Owner,2944
Individual,First Owner,2945
Individual,First Owner,2946
Individual,First Owner,2947
Individual,First Owner,2948
Individual,First Owner,2949
Individual,Second Owner,2950
Individual,First Owner,2951
Individual,Fourth & Above Owner,2952
Individual,Second Owner,2953
Individual,Third Owner,2954
Individual,First Owner,2955
Individual,First Owner,2956
Individual,First Owner,2957
Individual,First Owner,2958
Individual,First Owner,2959
Individual,First Owner,2960
Individual,Second Owner,2961
Individual,First Owner,2962
Individual,First Owner,2963
Individual,First Owner,2964
Individual,Second Owner,2965
Individual,Fourth & Above Owner,2966
Individual,First Owner,2967
Individual,First Owner,2968
Individual,First Owner,2969
Individual,Second Owner,2970
Individual,First Owner,2971
Individual,Third Owner,2972
Individual,First Owner,2973
Individual,First Owner,2974
Individual,First Owner,2975
Individual,First Owner,2976
Individual,First Owner,2977
Individual,First Owner,2978
Individual,First Owner,2979
Individual,First Owner,2980
Individual,First Owner,2981
Individual,Second Owner,2982
Dealer,First Owner,2983
Dealer,First Owner,2984
Dealer,First Owner,2985
Individual,First Owner,2986
Individual,First Owner,2987
Trustmark Dealer,First Owner,2988
Trustmark Dealer,First Owner,2989
Dealer,First Owner,2990
Trustmark Dealer,First Owner,2991
Trustmark Dealer,Second Owner,2992
Trustmark Dealer,First Owner,2993
Trustmark Dealer,First Owner,2994
Dealer,First Owner,2995
Dealer,First Owner,2996
Dealer,First Owner,2997
Dealer,First Owner,2998
Trustmark Dealer,First Owner,2999
Dealer,First Owner,3000
Dealer,First Owner,3001
Individual,First Owner,3002
Trustmark Dealer,First Owner,3003
Dealer,First Owner,3004
Trustmark Dealer,First Owner,3005
Trustmark Dealer,First Owner,3006
Dealer,First Owner,3007
Dealer,First Owner,3008
Trustmark Dealer,Second Owner,3009
Dealer,First Owner,3010
Dealer,First Owner,3011
Dealer,First Owner,3012
Dealer,First Owner,3013
Dealer,First Owner,3014
Dealer,First Owner,3015
Dealer,First Owner,3016
Trustmark Dealer,First Owner,3017
Dealer,First Owner,3018
Dealer,First Owner,3019
Dealer,First Owner,3020
Dealer,First Owner,3021
Individual,First Owner,3022
Individual,Fourth & Above Owner,3023
Individual,Fourth & Above Owner,3024
Individual,Second Owner,3025
Individual,First Owner,3026
Individual,Third Owner,3027
Individual,Second Owner,3028
Individual,First Owner,3029
Individual,Second Owner,3030
Individual,First Owner,3031
Individual,Second Owner,3032
Individual,Third Owner,3033
Individual,First Owner,3034
Individual,Second Owner,3035
Individual,First Owner,3036
Individual,First Owner,3037
