sales_id,name,year,km_driven,selling_price,fuel,transmission,mileage,engine,max_power,torque,seats
659,Maruti Swift Dzire Tour S CNG,2018,100000,455000,Petrol,Manual,19.0 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
660,Maruti Swift Dzire VXI 1.2,2019,25000,655000,Petrol,Manual,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
661,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,30000,800000,Diesel,Manual,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
662,Toyota Yaris V CVT BSIV,2018,25000,1100000,Petrol,Automatic,17.8 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5
663,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,40000,3000000,Diesel,Automatic,13.0 kmpl,2143 CC,204 bhp,500Nm@ 1600-1800rpm,5
664,Toyota Fortuner 4x2 4 Speed AT,2012,160000,1225000,Diesel,Automatic,11.5 kmpl,2982 CC,169 bhp,343Nm@ 1400-3400rpm,7
665,Mahindra KUV 100 G80 K2,2018,51492,340000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6
666,Volkswagen Vento Diesel Highline,2011,72000,300000,Diesel,Manual,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5
667,Ford Figo 1.2P Titanium Opt MT,2016,60000,370000,Petrol,Manual,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5
668,Mahindra Bolero 2011-2019 SLE,2013,136000,330000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
669,Hyundai Santro Xing GLS,2014,60000,238000,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
670,Hyundai Santro Xing GLS,2013,90000,200000,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
671,Nissan Sunny Diesel XV,2014,91000,320000,Diesel,Manual,22.71 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5
672,Hyundai Santro Xing GL Plus,2009,90000,114999,Petrol,Manual,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
673,Maruti Wagon R LXI BS IV,2015,50000,320000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
674,Hyundai i10 Era,2010,20000,210000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
675,Mahindra Xylo D2 BS IV,2011,120000,200000,Diesel,Manual,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8
676,Maruti Wagon R LXI Minor,2009,150000,135000,Petrol,Manual,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
677,Tata Indigo CS LS (TDI) BS-III,2015,52000,350000,Diesel,Manual,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5
678,Mahindra Bolero 2011-2019 DI BSIII,2014,167000,350000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,8
679,Maruti Swift Dzire VDI,2017,40000,680000,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
680,Maruti Swift Vdi BSIII,2010,190000,200000,Diesel,Manual,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5
681,Renault KWID 1.0 RXT Optional,2016,50000,300000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
682,Mahindra Xylo E6,2011,70000,270000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7
683,Maruti Wagon R LXI BSIII,2012,80000,225000,Petrol,Manual,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
684,Mahindra Bolero DI DX 8 Seater,2008,120000,250000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,8
685,Mahindra TUV 300 T8,2015,40000,590000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
686,Hyundai EON Era Plus,2015,17000,290000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
687,Maruti Zen Estilo LXI BS IV,2010,180000,100000,Petrol,Manual,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
688,Maruti Celerio VXI,2016,50000,395000,Petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
689,Hyundai EON Era Plus,2014,65000,195000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
690,Tata Nano Cx,2011,10000,45000,Petrol,Manual,26.0 kmpl,624 CC,35 bhp,48Nm@ 3000rpm,4
691,Mahindra Bolero DI DX 8 Seater,2009,70000,270000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,8
692,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,90000,600000,Diesel,Manual,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9
693,Hyundai i20 Asta 1.4 CRDi,2015,50000,715000,Diesel,Manual,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
694,Hyundai Elite i20 Magna Plus BSIV,2019,10000,600000,Petrol,Manual,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5
695,Mahindra TUV 300 T6 Plus,2019,25000,875000,Diesel,Manual,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
696,Mahindra Scorpio M2DI,2011,100000,420000,Diesel,Manual,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5
697,Honda CR-V 2.4 4WD AT,2007,70000,325000,Petrol,Automatic,10.1 kmpl,2354 CC,152 bhp,215Nm@ 3600rpm,5
698,Datsun GO Anniversary Edition,2017,30000,385000,Petrol,Manual,20.63 kmpl,1198 CC,67.06 bhp,104Nm@ 4000rpm,5
699,Mahindra KUV 100 mFALCON G80 K2,2016,40000,300000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6
700,Hyundai i20 Sportz 1.4 CRDi,2012,135000,335000,Diesel,Manual,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5
701,Maruti Celerio LXI,2014,35000,300000,Petrol,Manual,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
702,Hyundai Accent GLE,2004,120000,80000,Petrol,Manual,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5
703,Mahindra Bolero 2011-2019 SLE,2012,120000,400000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
704,Tata Indigo CS LS (TDI) BS III,2012,190000,168000,Diesel,Manual,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
705,Mahindra Bolero 2011-2019 Plus AC,2016,120000,550000,Diesel,Manual,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9
706,Mahindra Bolero PLUS AC BSIII,2011,175000,320000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
707,Mahindra Bolero 2011-2019 Plus - AC BSIII,2011,175000,320000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
708,Nissan Sunny XE,2011,25000,350000,Petrol,Manual,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5
709,Tata Manza Club Class Quadrajet90 VX,2013,80000,280000,Diesel,Manual,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5
710,Hyundai Xcent 1.1 CRDi SX Option,2017,70000,550000,Diesel,Manual,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5
711,Hyundai Xcent 1.2 VTVT E Plus,2018,10000,500000,Petrol,Manual,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
712,Ford Freestyle Titanium Plus Petrol BSIV,2019,6000,700000,Petrol,Manual,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5
713,Skoda Rapid Ultima 1.6 TDI Elegance,2013,90000,380000,Diesel,Manual,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5
714,Mahindra Bolero 2011-2019 Plus - AC BSIII,2012,110000,340000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
715,Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007,120000,160000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,9
716,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,50000,750000,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7
717,Hyundai Grand i10 1.2 Kappa Magna AT,2018,20000,531000,Petrol,Automatic,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
718,Renault KWID 1.0 RXT Optional,2017,35000,300000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
719,Volkswagen Polo 1.5 TDI Comfortline,2014,60000,350000,Diesel,Manual,20.14 kmpl,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5
720,Chevrolet Beat LT,2010,68000,150000,Petrol,Manual,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5
721,Maruti Swift VXI Optional,2015,30000,450000,Petrol,Manual,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
722,Mahindra XUV500 W10 2WD,2017,54000,1625000,Diesel,Manual,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
723,Tata Indica V2 DLX TC,2006,120000,85000,Diesel,Manual,16.8 kmpl,1405 CC,68 bhp,"13@ 2,500(kgm@ rpm)",5
724,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,30000,450000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
725,Tata Tiago 1.05 Revotorq XM,2017,50000,360000,Diesel,Manual,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5
726,Maruti Alto K10 VXI,2020,6000,390000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
727,Maruti Eeco 7 Seater Standard BSIV,2011,50000,145000,Petrol,Manual,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7
728,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,90000,540000,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
729,Toyota Innova 2.5 E Diesel MS 8-seater,2008,126000,290000,Diesel,Manual,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
730,Tata Indigo eCS VX BSIV,2013,90000,300000,Diesel,Manual,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
731,Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,80000,565000,Petrol,Manual,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5
732,Mahindra Scorpio 2.6 CRDe SLE,2011,70000,441000,Diesel,Manual,10.5 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,7
733,Hyundai EON Era Plus,2011,80000,180000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
734,Hyundai EON D Lite,2013,80000,200000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
735,Maruti Alto LX,2005,150000,85000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
736,Tata Indica V2 DL BSIII,2006,110000,67500,Diesel,Manual,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5
737,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,110000,700000,Diesel,Manual,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
738,Volkswagen Polo Diesel Highline 1.2L,2010,80000,275000,Diesel,Manual,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5
739,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,20000,600000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
740,Mahindra Xylo D2,2011,120000,250000,Diesel,Manual,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8
741,Mahindra Bolero 2011-2019 DI - AC BS III,2016,120000,600000,Diesel,Manual,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
742,Fiat Linea 1.3 Active,2010,80000,200000,Diesel,Manual,20.4 kmpl,1248 CC,91.2 bhp,209Nm@ 2000rpm,5
743,Hyundai Grand i10 CRDi Sportz,2015,91500,425000,Diesel,Manual,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
744,Maruti Swift Dzire VDi,2012,120000,420000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
745,Hyundai i20 1.4 CRDi Era,2012,100000,321000,Diesel,Manual,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
746,Mahindra Xylo D4 BSIV,2012,120000,350000,Diesel,Manual,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8
747,Honda Amaze i-VTEC Privilege Edition,2017,80000,490000,Petrol,Manual,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5
748,Mahindra Scorpio S2 7 Seater,2015,90000,680000,Diesel,Manual,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,7
749,Maruti Alto K10 VXI,2016,70000,298000,Petrol,Manual,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
750,Mahindra Scorpio M2DI,2011,150000,450000,Diesel,Manual,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5
751,Tata Indica Vista Quadrajet ZX,2012,40000,250000,Diesel,Manual,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5
752,Ford Endeavour Hurricane Limited Edition,2013,110000,1075000,Diesel,Automatic,12.8 kmpl,2953 CC,156 bhp,380Nm(38.7kgm)@ 2500rpm,7
753,Hyundai Grand i10 Sportz,2017,20000,500000,Petrol,Manual,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
754,Ford Freestyle Trend Petrol BSIV,2019,10000,681000,Petrol,Manual,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5
755,Mahindra XUV500 W8 2WD,2014,90000,650000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
756,Chevrolet Aveo U-VA 1.2 LS,2008,70000,80000,Petrol,Manual,15.26 kmpl,1150 CC,74.9 bhp,110Nm@ 4400rpm,5
757,Mahindra Bolero SLX 2WD BSIII,2009,120000,290000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
758,Mahindra Scorpio 2.6 SPORTZ CRDe,2006,120000,220000,Diesel,Manual,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
759,Hyundai Santro Xing GL,2009,90000,120000,Petrol,Manual,0.0 kmpl,1086 CC,62 bhp,96.1Nm@ 3000rpm,5
760,Datsun RediGO Sport,2017,80000,229999,Petrol,Manual,22.7 kmpl,799 CC,53 bhp,72Nm@ 4388rpm,5
761,Mahindra Bolero ZLX BSIII,2003,132478,150000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
762,Maruti Swift Dzire VXI,2014,45000,500000,Petrol,Manual,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
763,Tata Indigo CS LS (TDI) BS III,2013,120000,175000,Diesel,Manual,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
764,Ford Freestyle Titanium Petrol BSIV,2019,10000,720000,Petrol,Manual,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5
765,Maruti 800 AC,2012,51000,100000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
766,Honda Civic 1.8 V AT,2009,105000,250000,Petrol,Automatic,12.9 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5
767,Mahindra XUV500 W6 2WD,2014,100000,810000,Diesel,Manual,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
768,Maruti Alto LXi,2010,30000,165000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
769,Chevrolet Tavera Neo 3 LS 10 Str,2016,60000,409999,Diesel,Manual,12.2 kmpl,1994 CC,105.3 bhp,263.7Nm@ 2500rpm,10
770,Maruti Swift VDI,2013,86000,430000,Diesel,Manual,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
771,Datsun GO Plus D1,2015,15000,300000,Petrol,Manual,20.62 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7
772,Maruti Swift Dzire VDi,2011,137500,350000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
773,Renault KWID 1.0 RXT Optional,2018,60000,400000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
774,Chevrolet Enjoy 1.3 TCDi LS 7,2016,70000,420000,Diesel,Manual,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,7
775,Maruti Wagon R VXI BS IV,2015,5000,430000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
776,Maruti Swift VXI Optional,2017,30000,573000,Petrol,Manual,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
777,Hyundai EON D Lite Plus,2015,40000,210000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
778,Renault Duster 110PS Diesel RxZ,2015,60000,600000,Diesel,Manual,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
779,Honda City 2017-2020 GXi,2008,70000,150000,Petrol,Manual,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
780,Tata Tigor 1.2 Revotron XT,2019,15000,550000,Petrol,Manual,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
781,Maruti Swift Dzire ZDi,2011,110000,320000,Diesel,Manual,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
782,Maruti 800 AC,2000,70000,80000,Petrol,Manual,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
783,Honda Amaze VX Diesel BSIV,2019,10000,800000,Diesel,Manual,27.4 kmpl,1498 CC,98.63 bhp,200Nm@ 1750rpm,5
784,Maruti Ertiga ZXI,2013,60000,500000,Petrol,Manual,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7
785,Tata Manza Aura Quadrajet,2011,110000,229999,Diesel,Manual,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5
786,Maruti Ertiga ZXI,2013,60000,500000,Petrol,Manual,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7
787,Hyundai i20 Asta 1.2,2015,35000,630000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
788,Maruti Omni E MPI STD BS IV,2016,70000,190000,Petrol,Manual,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8
789,Tata Manza Aura Quadrajet,2011,110000,229999,Diesel,Manual,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5
790,Mahindra Bolero VLX CRDe,2011,100000,450000,Diesel,Manual,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
791,Maruti Alto Std,2008,120000,95000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
792,Maruti Omni 8 Seater BSII,2009,90000,101000,Petrol,Manual,19.7 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,8
793,Honda Amaze E i-Dtech,2016,70000,500000,Diesel,Manual,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
794,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,88000,1019999,Diesel,Manual,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7
795,Hyundai EON Era Plus,2012,38000,244000,Petrol,Manual,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
796,Maruti Wagon R LXI BS IV,2013,90000,250000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
797,Maruti Baleno Alpha 1.2,2016,60000,660000,Petrol,Manual,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
798,Hyundai i20 Magna,2010,60000,270000,Petrol,Manual,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
799,Maruti Ritz VDi,2012,156060,280000,Diesel,Manual,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
800,Hyundai Creta 1.6 CRDi SX,2017,60000,1050000,Diesel,Manual,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
801,Maruti Swift Dzire VXI,2017,70000,525000,Petrol,Manual,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
802,Hyundai Verna 1.6 CRDi S,2017,35000,850000,Diesel,Manual,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
803,Mahindra XUV500 W10 1.99 mHawk,2016,50000,1165000,Diesel,Manual,16.0 kmpl,1997 CC,140 bhp,320Nm@ 1600-2800rpm,7
804,Maruti Swift ZXI,2012,50000,345000,Petrol,Manual,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
805,Hyundai Santro Xing XS,2007,100000,95000,Petrol,Manual,17.8 kmpl,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5
806,Maruti Alto 800 LXI,2015,15000,241000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
807,Maruti Alto 800 LXI,2015,20000,235000,Petrol,Manual,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
808,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,80000,615000,Diesel,Manual,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5
809,Mahindra Verito Vibe 1.5 dCi D4,2014,110000,350000,Diesel,Manual,20.8 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5
810,Maruti Wagon R Stingray VXI,2014,35000,350000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
811,Maruti Wagon R Stingray VXI,2014,35000,380000,Petrol,Manual,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
812,Tata Sumo Gold EX BSIII,2017,140000,400000,Diesel,Manual,14.07 kmpl,2956 CC,69.01 bhp,223Nm@ 1600-2200rpm,7
813,Maruti Zen Estilo LXI BS IV,2010,40000,220000,Petrol,Manual,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
814,Tata Sumo GX,2008,110000,270000,Diesel,Manual,14.4 kmpl,2179 CC,120 bhp,"25.5@ 1,500-3,000(kgm@ rpm)",7
815,Maruti Ritz ZXi,2012,70000,275000,Petrol,Manual,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
816,Tata Indica Vista Terra 1.4 TDI,2009,100000,125000,Diesel,Manual,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5
817,Hyundai i10 Sportz 1.1L,2015,20000,360000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
818,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,15000,550000,Petrol,Manual,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
819,Ford Fiesta 1.4 ZXi Duratec,2011,70000,200000,Petrol,Manual,16.6 kmpl,1388 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5
820,Mahindra KUV 100 mFALCON G80 K2,2016,20000,327000,Petrol,Manual,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6
821,Hyundai i10 Sportz 1.1L,2016,15000,425000,Petrol,Manual,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
822,Maruti Swift Dzire VDI,2017,107000,620000,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
823,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,54000,130000,Diesel,Manual,18.4 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm ,5
824,Maruti Alto LX,2009,58000,120000,Petrol,Manual,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
825,Mahindra Scorpio SLE BSIV,2011,110000,400000,Diesel,Manual,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
826,Hyundai Verna CRDi SX,2007,90000,185000,Diesel,Manual,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5
827,Hyundai EON 1.0 Kappa Magna Plus,2015,43000,204999,Petrol,Manual,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5
828,Maruti Swift Dzire VDI,2017,43000,625000,Diesel,Manual,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
829,Maruti Ertiga ZDI,2013,60000,600000,Diesel,Manual,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7
830,Tata Indigo GLX,2011,150000,150000,Petrol,Manual,12.8 kmpl,1396 CC,85 bhp,"12@ 3,500(kgm@ rpm)",5
831,Renault KWID 1.0 RXT Optional,2017,35000,300000,Petrol,Manual,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
832,Chevrolet Sail Hatchback Petrol,2013,46000,229999,Petrol,Manual,18.2 kmpl,1199 CC,84.8 bhp,113Nm@ 5000rpm,5
833,Maruti Omni E MPI STD BS IV,2018,10000,220000,Petrol,Manual,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8
834,Hyundai i20 Asta Option 1.2,2016,35000,576000,Petrol,Manual,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
835,Renault KWID RXT,2016,50000,265000,Petrol,Manual,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
836,Hyundai Verna 1.6 VGT CRDi,2011,80000,300000,Diesel,Manual,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
837,Tata Tigor 1.05 Revotorq XZ,2017,110000,420000,Diesel,Manual,24.7 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5
838,Maruti Ertiga VDI,2015,14000,750000,Diesel,Manual,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
839,Maruti Alto 800 CNG LXI,2012,60000,165000,CNG,Manual,30.46 km/kg,796 CC,47.3 bhp,69Nm@ 3500rpm,5
